Offensive Rank,Team,G,Offense TDs,Total Offense YPG,Season,Rushing Rank,Rushing TDs,Rush YPG,Passing Rank,Int,Passing TDs,Pass YPG,Defensive Rank,Opp TDs,Total Defense YPG,Rushing Defensive Rank,Opp Rush TDs,Opp Rush YPG,Passing Defensive Rank,Opp Pass TDs,Opp Pass YPG,TM Rank,Fumbles Recovered,Fumbles Lost,Turnover Margin,PPG Rank,Penalties,Penalties Per Game,Penalty YPG Rank,Penalty YPG,TOP Rank,Avg Time of Possession,ATP Rank,Conference,Wins,Losses
128,Kent St. ,12,19,270.4,2023,115,8,105.9,119,6,11,164.5,80,55,390.6,105,31,176.1,50,21,214.5,90,3,6,-3,41,65,5.42,43,46.17,95,28:48,,MAC,1,11
129,Eastern Mich. ,13,28,262.8,2023,112,18,110.8,122,12,10,152.0,92,42,401.6,119,24,188.6,46,17,213.0,61,11,6,1,81,81,6.23,103,59.77,90,29:02,,MAC,6,7
130,Iowa ,14,20,234.6,2023,107,11,115.9,127,11,9,118.6,7,20,282.5,15,7,111.8,5,11,170.7,111,5,11,-7,5,51,3.64,5,30.93,105,28:33,,Big Ten,10,4
1,Tennessee ,13,78,525.5,2022,26,40,199.5,5,3,38,326.1,90,37,405.3,20,15,115.8,126,21,289.5,11,10,8,10,128,105,8.08,123,69.62,130,25:02,,SEC,11,2
2,Washington ,13,65,515.8,2022,68,33,146.0,1,9,32,369.8,59,42,372.7,25,14,121.2,99,26,251.5,61,5,2,1,98,89,6.85,100,60.46,30,31:21,,Pac-12,11,2
3,Southern California ,14,73,506.6,2022,52,30,171.1,3,5,43,335.4,105,54,423.9,79,29,159.8,111,25,264.1,1,10,2,22,76,88,6.29,88,58.00,23,31:57,,Pac-12,11,3
4,UCLA ,13,65,503.6,2022,6,36,237.2,34,12,29,266.4,89,45,405.2,34,18,130.3,119,25,274.8,84,7,9,-3,82,84,6.46,60,52.46,114,27:40,,Pac-12,9,4
5,Georgia ,15,75,501.2,2022,19,44,205.3,15,7,31,295.9,9,23,296.8,1,7,77.1,53,15,219.7,65,7,11,1,12,66,4.40,31,44.93,7,33:37,,SEC,15,0
6,Oregon ,13,64,500.5,2022,12,34,215.8,17,9,30,284.8,70,43,381.2,29,17,124.8,101,24,256.4,18,5,3,9,96,88,6.77,83,57.23,32,31:18,,Pac-12,10,3
7,Western Ky. ,14,58,497.3,2022,69,15,145.1,2,12,43,352.2,72,39,383.7,60,17,147.6,84,21,236.1,17,13,10,10,73,87,6.21,86,57.50,89,28:52,,CUSA,9,5
8,Ole Miss ,13,55,496.4,2022,3,33,256.6,58,12,22,239.8,74,41,387.8,89,18,168.0,54,22,219.8,75,12,9,-1,98,89,6.85,111,63.54,125,26:24,,SEC,8,5
9,Ohio St. ,13,72,490.7,2022,32,30,192.4,14,6,42,298.3,13,33,321.5,24,12,121.1,26,19,200.5,20,7,4,8,49,73,5.62,41,48.00,43,30:45,,Big Ten,11,2
10,Florida St. ,13,61,484.2,2022,13,33,214.1,28,7,28,270.2,14,32,321.8,74,14,156.4,4,18,165.4,53,8,7,2,91,87,6.69,93,59.08,37,31:02,,ACC,10,3
11,Alabama ,13,63,477.1,2022,30,26,195.5,19,8,37,281.5,12,27,318.2,35,15,130.4,17,12,187.8,79,7,8,-2,125,103,7.92,122,68.69,63,29:57,,SEC,11,2
12,UTSA ,14,62,476.0,2022,49,28,175.3,13,9,34,300.7,73,44,387.2,58,21,143.8,91,21,243.4,59,7,11,2,104,98,7.00,105,61.50,67,29:43,,CUSA,11,3
13,Oklahoma ,13,55,474.0,2022,10,28,219.4,41,8,27,254.6,121,49,461.0,105,29,187.5,117,20,273.5,24,4,7,6,51,74,5.69,53,50.15,126,26:23,,Big 12,6,7
14,SMU ,13,62,472.8,2022,63,26,156.2,7,11,36,316.7,111,56,431.2,119,30,203.6,71,25,227.5,79,8,9,-2,9,56,4.31,21,42.31,118,27:31,,The American,7,6
15,Arkansas ,13,53,470.3,2022,7,27,236.5,63,7,26,233.8,123,51,465.2,93,26,170.5,130,24,294.7,66,9,11,0,80,83,6.38,75,55.54,76,29:21,,SEC,7,6
16,UCF ,14,57,469.6,2022,9,35,228.4,56,9,22,241.2,68,39,380.0,77,24,157.7,58,15,222.3,94,11,12,-4,24,68,4.86,37,46.36,51,30:33,,The American,9,5
17,Utah ,14,69,466.9,2022,11,38,217.6,49,10,31,249.2,26,38,334.1,17,18,111.4,59,20,222.6,30,12,8,6,13,63,4.50,16,40.21,6,33:40,,Pac-12,10,4
18,Ga. Southern ,13,51,466.7,2022,87,23,136.8,4,16,28,329.9,128,49,487.8,127,29,230.9,103,19,256.8,101,5,5,-5,29,66,5.08,34,45.77,113,27:41,,Sun Belt,6,7
19,North Carolina ,14,62,462.8,2022,66,24,153.5,11,7,38,309.3,115,57,436.5,85,29,165.2,115,27,271.3,66,5,7,0,67,86,6.14,74,55.29,64,29:55,,ACC,9,5
20,Arizona ,12,45,461.9,2022,70,19,143.5,6,13,26,318.4,124,60,467.7,124,33,209.1,106,25,258.6,105,12,8,-5,40,65,5.42,51,50.00,108,28:03,,Pac-12,5,7
21,North Texas ,14,58,461.8,2022,25,24,199.9,36,16,34,261.9,120,55,459.9,115,26,197.8,109,24,262.1,107,8,6,-6,33,74,5.29,23,42.43,122,26:59,,CUSA,7,7
22,Texas Tech ,13,54,461.4,2022,59,28,159.4,12,18,26,302.0,107,45,425.5,90,18,168.8,102,23,256.8,108,9,7,-6,51,74,5.69,27,44.31,69,29:36,,Big 12,8,5
23,East Carolina ,13,53,461.1,2022,53,25,170.6,16,5,28,290.5,86,44,404.3,18,15,112.5,128,27,291.8,4,9,2,13,9,56,4.31,11,37.54,42,30:55,,The American,8,5
24,Michigan ,14,65,458.8,2022,5,41,238.9,82,6,24,219.9,5,25,292.1,6,10,97.9,20,11,194.2,21,4,4,8,8,58,4.14,4,32.00,4,33:48,,Big Ten,13,1
25,Houston ,13,57,455.8,2022,76,17,141.8,8,10,40,314.0,104,52,421.8,55,18,143.2,121,32,278.6,101,6,9,-5,125,103,7.92,124,70.38,60,30:05,,The American,8,5
26,App State ,12,55,455.3,2022,21,27,204.4,47,6,28,250.9,36,42,347.2,33,20,127.5,52,18,219.7,16,13,5,9,47,67,5.58,58,51.58,50,30:35,,Sun Belt,6,6
27,TCU ,15,70,455.0,2022,31,37,193.3,38,8,33,261.7,94,55,408.2,78,29,158.9,96,25,249.3,33,6,8,6,22,72,4.80,49,49.60,54,30:28,,Big 12,13,2
28,LSU ,14,62,453.1,2022,40,39,183.9,30,7,23,269.3,40,38,354.6,62,18,148.4,32,17,206.2,59,11,11,2,67,86,6.14,67,54.29,40,30:57,,SEC,10,4
29,Wake Forest ,13,60,442.4,2022,92,17,130.5,9,13,43,311.9,92,45,406.5,45,14,136.8,114,29,269.7,84,9,6,-3,20,62,4.77,17,40.23,100,28:32,,ACC,8,5
30,Tulane ,14,64,441.4,2022,20,34,204.8,60,5,30,236.6,46,39,360.4,68,15,152.3,37,23,208.1,42,8,11,4,5,56,4.00,7,34.29,68,29:39,,The American,12,2
31,Kansas ,13,61,438.6,2022,38,29,184.2,42,8,32,254.4,126,58,469.2,123,37,209.1,107,21,260.2,48,10,11,3,35,69,5.31,38,46.54,62,30:00,,Big 12,6,7
32,UAB ,13,47,438.2,2022,8,32,235.6,103,7,15,202.6,47,40,360.8,86,23,165.9,21,16,194.9,66,8,11,0,104,91,7.00,101,60.54,24,31:55,,CUSA,7,6
33,Penn St. ,13,57,433.6,2022,44,28,181.1,45,7,29,252.5,16,28,323.5,16,14,111.2,45,12,212.3,10,12,8,11,35,69,5.31,45,48.31,48,30:36,,Big Ten,11,2
34,Texas ,13,51,429.5,2022,36,29,188.2,55,7,22,241.4,53,33,368.4,32,14,125.7,90,18,242.7,53,4,5,2,65,79,6.08,39,47.31,120,27:19,,Big 12,8,5
35,BYU ,13,51,426.3,2022,48,19,176.6,48,7,32,249.7,93,48,408.1,97,22,173.8,81,25,234.3,53,4,3,2,59,76,5.85,66,54.00,79,29:10,,FBS Independent,8,5
36,South Alabama ,13,47,424.4,2022,62,19,156.8,32,12,28,267.6,25,32,333.3,4,8,93.9,87,22,239.4,39,7,4,4,120,101,7.77,127,71.92,18,32:06,,Sun Belt,10,3
37,Florida ,13,47,424.1,2022,24,29,200.2,76,9,18,223.8,96,48,411.0,98,29,175.2,83,17,235.8,11,15,5,10,98,89,6.85,52,50.08,82,29:03,,SEC,6,7
38,Memphis ,13,53,421.4,2022,74,30,142.2,21,8,23,279.2,50,44,363.4,27,17,122.1,88,24,241.3,24,6,8,6,6,53,4.08,8,36.85,49,30:35,,The American,7,6
39,Ohio ,14,51,421.2,2022,72,23,143.1,23,5,28,278.1,108,49,426.9,49,19,140.9,125,29,286.0,8,13,8,12,27,69,4.93,26,44.14,17,32:10,,MAC,10,4
40,Kansas St. ,14,53,418.8,2022,15,32,208.3,92,6,21,210.5,63,37,375.1,67,15,150.8,63,21,224.4,8,8,6,12,33,74,5.29,25,42.93,26,31:44,,Big 12,10,4
41,Kent St. ,12,40,417.3,2022,22,23,202.1,88,8,17,215.2,112,42,433.3,80,19,160.1,116,23,273.2,66,6,5,0,93,81,6.75,69,54.75,124,26:41,,MAC,5,7
42,Georgia St. ,12,44,417.1,2022,14,26,213.5,101,7,18,203.6,83,49,399.3,94,22,170.5,73,22,228.8,32,12,13,5,109,85,7.08,118,64.92,110,27:56,,Sun Belt,4,8
43,Duke ,13,51,415.7,2022,39,31,184.2,67,6,20,231.5,67,36,378.5,25,10,121.2,104,25,257.3,2,16,4,16,30,68,5.23,55,50.54,10,32:52,,ACC,9,4
44,Baylor ,13,53,413.8,2022,42,34,182.4,68,11,19,231.5,57,44,371.0,61,25,148.2,61,17,222.8,53,6,6,2,20,62,4.77,19,41.08,28,31:30,,Big 12,6,7
45,Tulsa ,12,45,411.8,2022,84,18,138.7,24,10,27,273.2,98,47,414.3,121,20,207.9,33,21,206.3,83,10,8,-2,70,74,6.17,81,57.08,88,28:54,,The American,5,7
46,Fla. Atlantic ,12,44,411.5,2022,37,19,184.3,71,5,25,227.2,106,41,424.8,102,15,179.0,95,25,245.8,19,9,8,8,70,74,6.17,88,58.00,90,28:49,,CUSA,5,7
47,Clemson ,14,55,410.3,2022,46,31,177.9,65,10,24,232.4,27,36,334.4,12,12,102.7,75,21,231.7,74,8,12,-1,42,76,5.43,42,48.21,34,31:13,,ACC,11,3
48,Louisville ,13,38,406.2,2022,23,25,200.6,98,12,13,205.5,23,30,330.2,37,13,133.2,22,17,197.0,24,15,12,6,102,90,6.92,119,66.00,61,30:04,,ACC,8,5
49,Pittsburgh ,13,43,405.8,2022,41,30,183.0,77,11,13,222.8,22,39,329.9,7,13,98.0,76,23,231.9,53,8,9,2,115,96,7.38,112,63.69,8,33:14,,ACC,9,4
50,Coastal Carolina ,13,49,405.5,2022,60,22,159.3,52,6,27,246.2,101,51,418.0,38,22,133.5,124,28,284.5,61,12,14,1,74,81,6.23,80,56.92,16,32:18,,Sun Belt,9,4
51,Oklahoma St. ,13,44,405.1,2022,96,20,125.5,20,18,24,279.5,114,47,435.7,100,23,178.0,105,24,257.7,95,6,5,-4,1,46,3.54,6,33.54,112,27:46,,Big 12,7,6
52,Fresno St. ,14,50,402.8,2022,91,28,132.2,27,9,22,270.6,30,31,338.9,65,17,149.6,18,14,189.4,42,6,5,4,13,63,4.50,15,40.07,38,31:00,,Mountain West,10,4
53,Toledo ,14,54,402.6,2022,47,23,177.4,74,15,31,225.2,17,45,326.2,56,25,143.2,12,17,183.0,113,6,11,-8,92,94,6.71,71,55.00,65,29:55,,MAC,9,5
54,Maryland ,13,44,401.5,2022,81,23,141.3,39,8,21,260.2,42,34,357.1,39,16,133.8,62,17,223.3,61,7,7,1,120,101,7.77,126,71.08,41,30:55,,Big Ten,8,5
55,Purdue ,14,43,399.8,2022,102,17,121.0,22,17,26,278.8,52,50,366.9,51,19,142.0,66,28,224.9,78,6,6,-2,38,75,5.36,65,53.64,21,31:58,,Big Ten,8,6
56,West Virginia ,12,44,399.0,2022,51,24,171.5,70,12,20,227.5,97,50,412.3,66,24,149.6,110,22,262.7,118,6,6,-8,81,77,6.42,62,53.00,31,31:19,,Big 12,5,7
57,Marshall ,13,36,397.9,2022,17,20,205.9,109,10,16,192.0,7,25,294.5,3,10,93.0,27,12,201.5,11,11,9,10,111,94,7.23,120,66.08,25,31:55,,Sun Belt,9,4
58,Air Force ,13,45,397.2,2022,1,37,326.7,130,2,8,70.5,1,20,254.4,5,10,95.3,2,10,159.1,48,7,11,3,4,51,3.92,1,29.69,1,36:33,,Mountain West,10,3
59,Notre Dame ,13,50,396.2,2022,35,25,189.1,97,11,25,207.1,21,39,329.3,36,16,131.3,23,20,198.0,84,5,7,-3,19,60,4.62,21,42.31,22,31:58,,FBS Independent,9,4
60,Oregon St. ,13,52,396.0,2022,29,36,196.5,104,13,16,199.5,24,31,332.8,14,17,108.2,64,11,224.5,75,5,5,-1,60,78,6.00,68,54.69,20,31:58,,Pac-12,10,3
61,Mississippi St. ,13,48,392.9,2022,129,12,81.7,10,9,36,311.2,34,36,344.5,40,20,134.2,41,15,210.3,39,9,10,4,77,82,6.31,102,60.77,77,29:13,,SEC,9,4
62,Louisiana Tech ,12,39,392.0,2022,98,14,124.8,33,19,25,267.3,125,58,468.8,129,34,243.2,68,20,225.6,90,11,6,-3,97,82,6.83,116,64.25,70,29:35,,CUSA,3,9
63,South Fla. ,12,43,390.8,2022,27,25,197.9,107,9,18,192.9,130,64,516.6,128,37,234.6,123,25,282.0,97,10,11,-4,15,55,4.58,9,36.92,74,29:28,,The American,1,11
64,Minnesota ,13,45,389.5,2022,16,33,207.3,115,9,12,182.2,8,18,294.7,15,10,109.0,15,8,185.7,34,4,4,5,1,46,3.54,3,31.77,3,34:31,,Big Ten,9,4
65,Liberty ,13,45,389.4,2022,50,24,172.7,87,15,21,216.7,35,39,345.8,59,20,146.3,25,16,199.5,84,10,12,-3,69,80,6.15,64,53.54,97,28:38,,FBS Independent,8,5
66,Arizona St. ,12,39,387.2,2022,89,21,135.3,46,10,18,251.9,103,46,421.5,106,31,188.1,78,14,233.4,114,1,9,-7,112,87,7.25,128,72.33,46,30:42,,Pac-12,3,9
67,Charlotte ,12,40,387.1,2022,108,13,116.1,26,14,27,271.0,127,62,483.8,120,29,205.3,120,28,278.5,118,4,7,-8,93,81,6.75,95,59.50,71,29:34,,CUSA,3,9
68,Boise St. ,14,47,387.1,2022,28,27,196.5,110,9,20,190.6,6,33,292.5,30,16,124.8,5,13,167.7,51,5,8,3,46,78,5.57,40,47.43,47,30:40,,Mountain West,10,4
69,UTEP ,12,29,384.8,2022,54,14,167.2,85,12,15,217.7,39,41,352.5,44,13,136.0,49,23,216.5,105,11,9,-5,83,78,6.50,77,55.75,5,33:47,,CUSA,5,7
70,Ball St. ,12,32,384.2,2022,65,14,155.7,69,14,18,228.5,81,40,398.4,104,23,182.3,48,17,216.1,109,8,7,-6,60,72,6.00,78,55.92,109,28:00,,MAC,5,7
71,South Carolina ,13,50,378.8,2022,105,27,118.8,40,14,23,260.0,87,48,404.7,116,23,198.0,34,24,206.7,95,8,13,-4,102,90,6.92,114,63.77,96,28:41,,SEC,8,5
72,Auburn ,12,34,378.5,2022,18,25,205.8,118,12,9,172.7,77,45,395.3,96,28,172.7,60,15,222.7,121,7,11,-10,117,90,7.50,84,57.33,59,30:14,,SEC,5,7
73,Illinois ,13,33,378.0,2022,55,18,166.2,91,5,15,211.8,3,16,273.5,9,6,99.8,8,9,173.8,3,8,12,15,84,85,6.54,104,61.38,12,32:46,,Big Ten,8,5
74,Buffalo ,13,40,377.2,2022,75,22,141.9,61,8,18,235.3,78,44,395.4,88,23,167.8,71,19,227.5,11,15,10,10,45,72,5.54,56,51.15,13,32:45,,MAC,7,6
75,Rice ,13,40,374.4,2022,80,17,141.5,64,20,23,232.9,75,57,390.8,103,21,182.2,38,29,208.6,127,11,12,-13,60,78,6.00,61,52.54,11,32:48,,CUSA,5,8
75,Syracuse ,13,40,374.4,2022,73,21,142.5,66,9,19,231.9,20,38,328.6,57,17,143.8,14,18,184.8,24,9,4,6,129,111,8.54,109,63.00,92,28:47,,ACC,7,6
77,Middle Tenn. ,13,41,373.3,2022,113,20,108.5,35,11,21,264.8,95,46,409.5,22,14,116.8,129,29,292.7,5,10,7,12,84,85,6.54,90,58.31,93,28:45,,CUSA,8,5
78,NIU ,12,37,373.1,2022,34,19,190.4,114,14,18,182.7,79,50,395.7,52,14,142.8,100,32,252.8,36,12,2,4,78,76,6.33,107,62.50,44,30:45,,MAC,3,9
79,Akron ,12,31,372.7,2022,125,16,89.6,18,12,15,283.1,91,51,406.2,81,25,162.4,92,22,243.8,128,4,14,-13,89,80,6.67,98,60.08,53,30:29,,MAC,2,10
80,Cincinnati ,13,41,372.3,2022,93,19,129.7,54,8,22,242.6,28,33,335.5,71,18,153.2,11,15,182.2,34,9,7,5,118,98,7.54,117,64.38,106,28:16,,The American,9,4
81,Missouri ,13,34,369.8,2022,64,20,155.7,90,9,14,214.1,33,41,339.9,31,19,125.5,47,18,214.4,84,7,12,-3,120,101,7.77,112,63.69,36,31:05,,SEC,6,7
82,Iowa St. ,12,29,369.8,2022,115,10,108.0,37,15,19,261.8,4,30,285.6,13,8,107.3,10,20,178.3,114,8,7,-7,47,67,5.58,35,46.08,15,32:20,,Big 12,4,8
83,Central Mich. ,12,38,368.5,2022,57,22,160.4,95,10,16,208.1,61,44,374.3,69,20,152.4,57,21,221.9,129,6,18,-18,104,84,7.00,110,63.17,107,28:14,,MAC,4,8
84,San Jose St. ,12,42,368.3,2022,122,19,95.8,25,7,23,272.5,32,33,339.9,28,15,122.3,51,15,217.7,6,6,2,11,57,70,5.83,47,48.92,98,28:35,,Mountain West,7,5
85,Miami (FL) ,12,30,366.9,2022,95,12,127.9,59,12,18,239.0,64,40,376.6,54,18,142.9,79,20,233.7,90,8,13,-3,109,85,7.08,96,60.00,45,30:42,,ACC,5,7
86,California ,12,33,366.6,2022,121,10,96.6,29,9,23,270.0,110,43,428.6,63,19,149.1,122,23,279.5,22,7,3,6,31,63,5.25,28,44.58,95,28:42,,Pac-12,4,8
87,Army West Point ,12,43,366.1,2022,2,38,289.4,129,4,5,76.7,44,34,359.0,118,19,199.0,3,15,160.0,36,7,9,4,23,58,4.83,13,38.92,27,31:38,,FBS Independent,6,6
88,Eastern Mich. ,13,48,364.7,2022,82,25,140.8,75,12,23,223.9,65,47,377.0,73,23,156.1,56,23,220.9,61,7,7,1,125,103,7.92,129,73.46,33,31:17,,MAC,9,4
89,Louisiana ,13,37,364.3,2022,77,10,141.8,78,10,27,222.5,49,38,361.7,50,18,141.6,55,18,220.1,39,8,9,4,84,85,6.54,76,55.69,75,29:27,,Sun Belt,6,7
90,Wisconsin ,13,42,363.6,2022,45,21,179.8,113,11,21,183.8,10,33,303.5,8,14,99.2,29,18,204.3,53,3,7,2,74,81,6.23,87,57.77,35,31:08,,Big Ten,7,6
91,Stanford ,12,29,361.6,2022,116,14,107.3,43,8,15,254.3,113,50,434.1,126,25,224.4,40,22,209.7,121,5,13,-10,15,55,4.58,20,41.25,66,29:54,,Pac-12,3,9
92,Texas A&M ,12,30,360.9,2022,79,12,141.5,83,6,18,219.4,51,31,365.0,122,13,208.8,1,15,156.2,77,12,11,-1,78,76,6.33,48,49.08,111,27:52,,SEC,5,7
93,Washington St. ,13,41,360.7,2022,117,17,106.8,44,9,24,253.8,85,38,402.3,41,17,134.6,113,19,267.7,48,9,9,3,39,70,5.38,33,45.31,115,27:38,,Pac-12,7,6
94,Troy ,14,41,359.9,2022,106,21,117.0,53,15,20,242.9,19,29,327.4,23,15,119.9,36,14,207.5,30,14,6,6,42,76,5.43,50,49.93,52,30:30,,Sun Belt,12,2
95,Utah St. ,13,32,354.3,2022,61,14,159.2,106,21,18,195.2,82,49,399.2,112,19,194.2,31,27,205.0,120,7,6,-9,129,111,8.54,130,77.46,91,28:48,,Mountain West,6,7
96,Michigan St. ,12,39,353.0,2022,110,16,113.0,57,12,23,240.0,100,41,416.5,101,14,178.6,86,26,237.9,97,10,4,-4,57,70,5.83,70,54.92,127,26:13,,Big Ten,5,7
97,UNLV ,12,33,352.1,2022,86,18,137.1,89,7,15,215.0,71,41,383.2,75,19,157.4,69,21,225.8,22,6,8,6,54,69,5.75,81,57.08,94,28:45,,Mountain West,5,7
98,Temple ,12,29,350.5,2022,128,11,82.4,31,12,18,268.1,76,44,391.2,111,21,192.6,24,21,198.6,124,6,11,-11,15,55,4.58,10,37.00,116,27:36,,The American,3,9
99,Southern Miss. ,13,35,349.3,2022,77,15,141.8,96,14,20,207.5,58,36,372.2,46,15,138.2,80,21,234.0,84,5,11,-3,88,86,6.62,91,58.38,99,28:34,,Sun Belt,7,6
100,Vanderbilt ,12,35,347.3,2022,58,13,159.9,111,6,22,187.3,122,56,461.3,95,25,170.8,127,29,290.5,66,10,10,0,31,63,5.25,35,46.08,19,32:03,,SEC,5,7
101,Nebraska ,12,34,344.3,2022,99,17,123.5,81,13,17,220.8,99,41,414.4,108,22,189.1,67,18,225.3,90,7,6,-3,40,65,5.42,24,42.50,123,26:44,,Big Ten,4,8
102,Virginia ,10,20,344.1,2022,100,13,123.1,80,12,7,221.0,43,26,357.6,70,12,153.2,30,10,204.4,123,8,10,-9,104,70,7.00,106,62.20,117,27:34,,ACC,3,7
103,Hawaii ,13,29,342.8,2022,85,16,137.2,98,12,13,205.5,116,55,438.2,125,28,213.3,65,21,224.8,117,2,8,-8,49,73,5.62,54,50.23,105,28:17,,Mountain West,3,10
104,NC State ,13,31,339.8,2022,109,8,113.8,73,8,23,226.1,18,29,326.9,10,13,100.7,70,15,226.2,24,3,8,6,113,95,7.31,85,57.46,29,31:23,,ACC,8,5
105,Old Dominion ,12,27,339.4,2022,124,8,92.3,50,7,19,247.2,117,37,442.6,117,19,198.3,93,17,244.3,66,7,12,0,93,81,6.75,103,60.83,129,25:12,,Sun Belt,3,9
106,Northwestern ,12,21,335.4,2022,97,11,125.1,93,17,10,210.3,62,43,374.8,109,24,191.3,13,17,183.4,130,6,14,-19,15,55,4.58,18,40.83,84,29:01,,Big Ten,1,11
107,Bowling Green ,13,33,334.8,2022,120,8,100.2,62,11,25,234.7,102,54,419.6,91,22,168.9,98,29,250.7,66,13,12,0,124,102,7.85,125,70.46,81,29:05,,MAC,6,7
108,New Mexico St. ,13,43,330.6,2022,56,25,161.5,119,13,18,169.2,29,37,336.3,64,21,149.5,16,14,186.8,101,7,6,-5,84,85,6.54,79,56.62,103,28:24,,FBS Independent,7,6
109,Indiana ,12,31,328.3,2022,111,15,110.8,86,13,16,217.4,118,53,449.4,99,19,175.3,118,30,274.2,97,7,5,-4,28,60,5.00,32,45.25,128,25:31,,Big Ten,4,8
110,Navy ,12,31,326.8,2022,4,22,241.2,128,6,9,85.7,31,34,339.0,2,7,88.9,97,25,250.1,44,10,9,3,3,46,3.83,2,31.33,2,34:38,,The American,4,8
111,ULM ,12,32,326.0,2022,103,16,120.7,100,7,16,205.3,109,53,427.8,114,29,195.1,77,17,232.7,114,2,8,-7,25,59,4.92,30,44.75,72,29:29,,Sun Belt,4,8
112,Texas St. ,12,28,325.2,2022,119,9,104.1,79,10,19,221.1,48,39,361.1,21,18,116.2,94,18,244.9,44,9,7,3,25,59,4.92,29,44.67,56,30:27,,Sun Belt,4,8
113,San Diego St. ,13,26,324.9,2022,71,11,143.4,116,14,15,181.5,15,34,322.7,19,13,113.8,39,21,208.8,101,7,11,-5,115,96,7.38,94,59.38,39,30:58,,Mountain West,7,6
114,Georgia Tech ,12,23,324.8,2022,90,13,132.7,108,9,10,192.2,84,42,401.0,107,20,188.6,46,17,212.4,6,13,4,11,54,69,5.75,59,51.92,102,28:27,,ACC,5,7
115,Kentucky ,13,30,324.7,2022,107,9,116.2,94,13,21,208.5,11,29,311.4,48,16,140.6,7,10,170.8,79,7,6,-2,51,74,5.69,14,39.54,9,33:10,,SEC,7,6
116,FIU ,12,27,323.8,2022,118,11,105.0,84,16,16,218.8,119,58,452.1,110,31,191.8,108,24,260.3,109,9,6,-6,70,74,6.17,63,53.33,121,27:16,,CUSA,4,8
117,Arkansas St. ,12,32,314.8,2022,127,16,88.2,72,5,16,226.6,88,50,405.1,81,23,162.4,89,25,242.7,44,6,4,3,54,69,5.75,73,55.25,85,29:00,,Sun Belt,3,9
118,Wyoming ,13,27,313.6,2022,43,16,181.4,124,12,11,132.2,56,37,370.5,72,17,153.5,50,19,217.0,79,8,4,-2,9,56,4.31,11,37.54,80,29:06,,Mountain West,7,6
119,Virginia Tech ,11,24,313.5,2022,112,15,110.2,102,9,9,203.3,55,31,370.4,42,15,135.2,82,13,235.2,112,5,6,-6,114,81,7.36,92,58.45,87,28:55,,ACC,3,8
120,Boston College ,12,27,309.8,2022,130,6,62.8,51,14,21,247.1,66,45,377.8,87,25,166.7,43,19,211.2,124,8,12,-11,60,72,6.00,46,48.50,86,28:57,,ACC,3,9
121,Miami (OH) ,13,29,305.6,2022,83,14,140.1,121,5,15,165.5,60,35,373.2,43,17,135.9,85,17,237.2,11,11,7,10,44,71,5.46,43,48.23,58,30:20,,MAC,6,7
122,Nevada ,12,26,304.7,2022,104,19,119.1,112,8,7,185.6,80,45,396.2,84,23,164.6,74,17,231.6,52,8,9,2,60,72,6.00,72,55.08,101,28:29,,Mountain West,2,10
123,UConn ,13,30,302.9,2022,33,20,191.0,126,10,10,111.9,69,43,380.5,92,24,169.7,42,15,210.8,66,9,12,0,108,92,7.08,96,60.00,55,30:28,,FBS Independent,6,7
124,Western Mich. ,12,24,301.9,2022,88,14,136.3,120,13,10,165.7,38,34,352.2,47,18,140.1,44,15,212.1,36,14,8,4,89,80,6.67,108,62.92,57,30:27,,MAC,5,7
125,Colorado St. ,12,16,285.8,2022,126,4,89.0,105,11,12,196.8,41,41,354.9,83,24,163.5,19,15,191.4,97,7,8,-4,101,83,6.92,99,60.42,73,29:29,,Mountain West,3,9
126,Rutgers ,12,22,282.1,2022,94,11,128.2,123,14,11,153.9,37,45,349.7,52,23,142.8,35,15,206.8,109,5,6,-6,123,94,7.83,115,64.17,78,29:11,,Big Ten,4,8
127,Colorado ,12,21,281.3,2022,114,11,108.3,117,10,10,172.9,129,72,509.8,130,39,245.1,112,31,264.7,124,5,12,-11,37,64,5.33,44,48.25,119,27:24,,Pac-12,1,11
128,Massachusetts ,12,14,265.8,2022,67,10,148.8,125,14,4,116.9,54,48,369.6,113,29,194.3,9,17,175.3,90,8,6,-3,119,91,7.58,121,66.67,14,32:26,,FBS Independent,1,11
