Offensive Rank,Team,G,Offense TDs,Total Offense YPG,Season,Rushing Rank,Rushing TDs,Rush YPG,Passing Rank,Int,Passing TDs,Pass YPG,Defensive Rank,Opp TDs,Total Defense YPG,Rushing Defensive Rank,Opp Rush TDs,Opp Rush YPG,Passing Defensive Rank,Opp Pass TDs,Opp Pass YPG,TM Rank,Fumbles Recovered,Fumbles Lost,Turnover Margin,PPG Rank,Penalties,Penalties Per Game,Penalty YPG Rank,Penalty YPG,TOP Rank,Avg Time of Possession,ATP Rank,Conference,Wins,Losses
129,Iowa ,13,19,251.5,2022,123,12,94.8,122,7,7,156.7,2,18,270.8,11,4,101.3,6,13,169.5,24,8,10,6,6,53,4.08,5,32.69,104,28:20,,Big Ten,8,5
130,New Mexico ,12,15,228.0,2022,101,12,123.1,127,9,3,104.9,45,38,360.2,75,19,157.4,28,15,202.8,44,8,5,3,66,73,6.08,57,51.17,83,29:02,,Mountain West,2,10
1,Ohio St. ,13,70,561.5,2021,47,24,180.6,3,8,46,380.9,59,39,372.9,28,17,126.8,97,21,246.2,15,8,3,9,81,85,6.54,91,59.23,,29:23,81.0,Big Ten,11,2
2,Western Ky. ,14,76,535.3,2021,121,13,101.6,1,12,63,433.7,109,53,435.8,90,28,167.7,118,23,268.1,12,10,8,11,92,95,6.79,69,54.14,,27:49,113.0,CUSA,9,5
3,Virginia ,12,52,515.8,2021,105,21,123.2,2,12,31,392.6,121,48,466.0,123,21,225.8,87,26,240.2,87,7,6,-3,75,77,6.42,79,56.75,,30:38,40.0,ACC,6,6
4,Kent St. ,14,57,495.2,2021,3,36,248.6,57,6,21,246.6,124,65,471.5,116,40,205.9,116,23,265.6,3,9,6,13,119,110,7.86,122,71.29,,26:41,125.0,MAC,7,7
5,Coastal Carolina ,13,69,494.7,2021,6,36,228.8,28,4,33,265.9,25,36,339.4,61,21,149.1,16,15,190.3,53,6,6,2,40,70,5.38,59,51.23,,31:18,24.0,Sun Belt,11,2
6,Ole Miss ,13,54,492.5,2021,12,33,217.6,22,7,21,274.8,97,40,420.6,105,25,190.6,68,14,230.0,19,9,5,8,129,118,9.08,127,75.62,,27:29,118.0,SEC,10,3
7,Alabama ,15,69,488.2,2021,75,21,150.0,7,7,48,338.2,7,36,304.1,4,9,86.0,50,25,218.1,21,7,6,9,106,107,7.13,113,66.0,,31:43,19.0,SEC,13,2
8,Pittsburgh ,14,70,486.6,2021,77,26,149.2,8,8,44,337.4,39,43,353.6,6,15,89.3,115,26,264.3,25,7,7,8,87,94,6.71,108,63.93,,31:13,27.0,ACC,11,3
9,Tennessee ,13,63,474.9,2021,11,30,217.8,40,3,33,257.1,99,48,421.7,59,24,148.5,122,23,273.2,46,3,10,3,93,89,6.85,95,60.62,,24:29,130.0,SEC,7,6
10,North Carolina ,13,56,468.3,2021,18,30,212.6,42,9,26,255.7,94,52,418.0,97,23,180.0,84,27,238.0,53,5,5,2,111,95,7.31,118,69.23,,27:55,112.0,ACC,6,7
11,Wake Forest ,14,70,467.9,2021,68,31,160.5,12,15,39,307.4,91,51,413.3,111,25,195.5,49,24,217.8,17,14,5,9,56,81,5.79,64,52.64,,28:40,97.0,ACC,11,3
12,Western Mich. ,13,54,466.4,2021,17,31,212.8,49,6,23,253.6,18,46,329.5,50,17,143.1,10,23,186.4,70,10,8,0,93,89,6.85,89,58.92,,35:16,4.0,MAC,8,5
13,SMU ,12,59,465.9,2021,67,20,161.4,14,12,39,304.5,92,44,414.8,39,15,136.8,124,27,278.1,87,5,6,-3,49,67,5.58,63,52.25,,29:14,88.0,AAC,8,4
14,Fresno St. ,13,52,464.8,2021,90,17,138.2,9,10,35,326.7,32,32,347.1,24,15,125.1,58,17,222.0,53,13,12,2,118,100,7.69,124,72.38,,31:27,21.0,Mountain West,10,3
15,Florida ,13,53,462.8,2021,23,26,208.7,46,18,27,254.2,51,43,367.8,85,19,163.9,25,19,203.9,116,4,3,-8,123,105,8.08,120,71.0,,30:29,47.0,SEC,6,7
16,Marshall ,13,56,456.8,2021,64,38,162.4,18,15,18,294.4,79,39,394.0,104,18,188.7,28,18,205.3,107,8,10,-7,84,87,6.69,84,57.69,,27:24,120.0,CUSA,7,6
17,BYU ,13,56,452.6,2021,37,30,188.5,31,5,26,264.1,74,38,388.2,71,24,156.3,72,14,231.9,7,8,7,11,26,66,5.08,16,41.46,,29:15,87.0,FBS Independent,10,3
18,Oklahoma ,13,61,451.0,2021,38,29,187.5,33,9,32,263.5,76,43,390.8,30,15,129.0,109,26,261.8,7,13,4,11,84,87,6.69,77,56.38,,29:34,78.0,Big 12,11,2
19,Miami (FL) ,12,50,448.8,2021,97,20,127.7,10,10,30,321.2,75,40,389.6,44,16,139.0,102,21,250.6,108,3,8,-7,108,87,7.25,105,63.58,,27:22,121.0,ACC,7,5
20,Nebraska ,12,45,447.6,2021,45,31,181.2,27,11,14,266.4,47,31,366.0,58,12,146.9,53,14,219.1,98,3,7,-5,37,64,5.33,29,45.0,,28:53,94.0,Big Ten,3,9
21,Louisville ,13,50,446.2,2021,22,29,209.8,65,6,21,236.4,84,43,403.3,76,23,157.7,95,20,245.6,53,5,7,2,70,81,6.23,74,55.31,,30:26,51.0,ACC,6,7
22,Utah St. ,14,54,445.6,2021,85,13,142.1,15,15,41,303.4,77,39,392.7,84,20,161.9,70,16,230.9,60,13,8,2,69,87,6.21,75,55.57,,29:16,86.0,Mountain West,11,3
23,Southern California ,12,37,443.9,2021,80,16,145.6,17,13,21,298.3,89,52,408.9,88,28,167.1,89,20,241.8,74,5,7,-1,120,96,8.0,126,75.0,,30:35,41.0,Pac-12,4,8
24,Central Mich. ,13,49,443.4,2021,51,18,178.0,29,10,31,265.4,67,42,381.8,18,18,118.5,112,22,263.3,64,10,4,1,72,82,6.31,76,55.85,,31:03,31.0,MAC,9,4
25,Michigan ,14,60,443.1,2021,15,39,214.4,68,9,21,228.7,20,28,330.8,27,11,126.4,27,17,204.4,60,8,5,2,20,68,4.86,17,41.5,,31:22,22.0,Big Ten,12,2
26,Georgia ,15,68,442.8,2021,36,29,190.9,51,12,39,251.9,2,16,268.9,2,3,78.9,13,10,190.1,49,5,6,3,30,77,5.13,21,42.53,,30:33,43.0,SEC,14,1
27,Arkansas ,13,48,441.7,2021,7,26,227.8,85,5,22,213.9,50,35,367.7,69,17,153.5,41,16,214.2,31,4,6,6,120,104,8.0,103,63.0,,28:57,93.0,SEC,9,4
28,Tulsa ,13,38,441.5,2021,34,20,192.0,53,16,18,249.5,56,42,370.8,48,19,142.7,66,15,228.2,104,7,8,-6,116,97,7.46,123,71.54,,30:50,35.0,AAC,7,6
29,Mississippi St. ,13,47,441.5,2021,130,10,63.2,4,9,37,378.3,30,41,344.8,12,16,113.0,71,20,231.8,80,5,9,-2,117,99,7.62,86,58.46,,33:17,9.0,SEC,7,6
30,App State ,14,55,441.3,2021,33,26,192.2,54,12,29,249.1,33,37,347.7,25,18,125.7,58,18,222.0,91,7,14,-4,63,85,6.07,66,53.14,,31:10,29.0,Sun Belt,10,4
31,UCLA ,12,54,441.3,2021,14,31,215.1,70,8,23,226.2,70,39,384.4,23,24,124.3,107,15,260.2,22,9,6,7,102,85,7.08,109,64.5,,29:46,69.0,Pac-12,8,4
32,Maryland ,13,47,441.0,2021,91,20,136.4,13,12,27,304.6,85,50,404.3,70,24,154.8,99,22,249.5,104,6,6,-6,90,88,6.77,81,57.08,,28:38,98.0,Big Ten,7,6
33,Purdue ,13,42,439.6,2021,127,7,84.2,5,12,35,355.4,48,36,366.6,77,18,157.9,33,18,208.7,83,4,8,-3,10,58,4.46,22,42.85,,31:57,16.0,Big Ten,9,4
34,UTSA ,14,57,439.0,2021,43,26,183.5,43,6,31,255.5,58,44,372.7,14,15,114.7,105,27,258.0,5,13,7,12,25,71,5.07,56,50.57,,29:34,77.0,CUSA,12,2
35,Liberty ,13,59,436.2,2021,46,26,180.8,44,15,33,255.4,11,35,320.2,45,19,139.9,6,14,180.3,121,2,5,-9,101,92,7.08,114,66.54,,30:16,53.0,FBS Independent,8,5
36,TCU ,12,40,435.8,2021,29,21,196.3,60,6,19,239.6,119,55,461.8,122,34,222.0,86,20,239.8,93,2,10,-4,102,85,7.08,98,61.42,,29:28,79.0,Big 12,5,7
37,Toledo ,13,51,435.2,2021,30,29,196.2,61,3,22,239.1,36,29,349.7,64,11,151.5,22,17,198.2,27,6,4,7,130,130,10.0,130,90.15,,27:57,109.0,MAC,7,6
38,Memphis ,12,44,434.9,2021,92,18,136.2,16,11,26,298.8,95,44,418.2,89,22,167.4,103,22,250.8,74,7,6,-1,16,58,4.83,11,39.58,,26:39,126.0,AAC,6,6
39,East Carolina ,12,41,433.3,2021,63,20,162.6,24,11,21,270.8,80,41,394.8,82,20,161.7,73,17,233.1,74,6,11,-1,37,64,5.33,48,48.75,,32:33,12.0,AAC,7,5
40,Utah ,14,61,431.1,2021,13,37,216.8,84,8,24,214.3,27,38,341.6,19,11,119.4,60,22,222.3,69,6,7,1,15,67,4.79,31,45.14,,30:49,36.0,Pac-12,10,4
41,North Texas ,13,44,430.5,2021,5,32,233.5,98,14,12,197.1,68,46,382.8,66,18,152.4,69,25,230.5,70,12,4,0,107,93,7.15,115,68.38,,29:49,67.0,CUSA,6,7
42,Michigan St. ,13,50,429.3,2021,53,23,175.6,47,10,27,253.7,111,39,441.9,15,10,117.2,130,27,324.8,46,10,7,3,99,90,6.92,107,63.92,,28:19,104.0,Big Ten,11,2
42,Oregon St. ,13,52,429.3,2021,19,33,212.4,80,12,19,216.9,73,41,387.4,52,19,143.8,92,22,243.5,64,4,6,1,93,89,6.85,104,63.08,,30:30,45.0,Pac-12,7,6
44,NIU ,14,51,428.7,2021,4,36,241.4,105,8,15,187.4,115,61,452.4,120,33,214.4,84,27,238.0,103,8,9,-6,22,70,5.0,32,45.29,,33:30,7.0,MAC,9,5
45,Notre Dame ,13,53,426.2,2021,83,23,143.8,20,10,30,282.5,43,28,359.5,37,13,135.3,64,13,224.2,15,10,6,9,51,73,5.62,50,49.38,,29:55,63.0,FBS Independent,11,2
46,Kentucky ,13,51,425.2,2021,25,27,199.5,71,13,24,225.7,26,34,340.1,20,12,121.5,52,20,218.6,126,3,10,-11,18,63,4.85,18,42.15,,32:36,11.0,SEC,10,3
47,Texas ,12,54,424.4,2021,26,25,199.0,72,10,29,225.4,100,44,425.6,114,26,201.6,62,16,224.0,93,7,8,-4,55,69,5.75,46,48.25,,28:06,108.0,Big 12,5,7
48,Nevada ,13,51,424.2,2021,129,13,77.2,6,9,38,347.0,87,43,406.5,102,23,186.0,56,19,220.5,1,13,1,17,81,85,6.54,72,55.08,,28:53,95.0,Mountain West,8,5
49,Iowa St. ,13,47,423.9,2021,69,25,160.1,32,9,22,263.8,9,34,310.7,21,11,122.5,11,19,188.2,53,5,5,2,18,63,4.85,9,38.62,,30:54,33.0,Big 12,7,6
50,Oregon ,14,56,423.6,2021,24,36,202.4,76,8,20,221.3,72,48,385.6,53,24,144.1,88,22,241.4,25,5,6,8,112,103,7.36,111,64.64,,29:46,68.0,Pac-12,10,4
51,Air Force ,13,52,423.2,2021,1,44,327.7,128,4,8,95.5,4,34,296.5,9,18,102.2,19,15,194.4,31,7,5,6,6,56,4.31,10,39.23,,36:35,1.0,Mountain West,10,3
52,Miami (OH) ,13,47,423.1,2021,81,15,144.5,21,8,32,278.6,52,39,368.8,56,18,145.6,61,21,223.2,38,8,4,5,84,87,6.69,96,60.77,,29:44,71.0,MAC,7,6
53,Baylor ,14,53,422.7,2021,10,29,219.3,92,7,24,203.4,31,29,345.9,17,16,118.4,65,13,227.5,3,8,7,13,39,75,5.36,47,48.36,,31:31,20.0,Big 12,12,2
54,Duke ,12,31,417.6,2021,50,22,179.7,64,9,9,237.9,130,60,517.9,117,26,206.2,129,32,311.8,108,6,12,-7,77,78,6.5,100,61.67,,29:19,84.0,ACC,3,9
55,Oklahoma St. ,14,50,417.4,2021,41,27,185.5,67,13,23,231.9,5,30,297.9,5,9,87.6,35,17,210.2,79,10,8,-2,61,84,6.0,71,55.07,,30:52,34.0,Big 12,12,2
56,Texas Tech ,13,48,416.3,2021,70,30,159.1,39,11,18,257.2,86,50,405.0,40,18,136.8,119,29,268.2,92,5,8,-4,33,68,5.23,26,44.62,,27:57,111.0,Big 12,7,6
57,Colorado St. ,12,29,415.8,2021,62,14,164.1,52,11,15,251.7,64,43,377.3,86,18,166.3,37,23,211.1,98,7,7,-5,102,85,7.08,116,68.5,,29:02,92.0,Mountain West,3,9
58,Cincinnati ,14,67,414.5,2021,56,34,173.3,58,9,33,241.2,10,28,318.4,62,14,149.1,2,13,169.2,5,11,9,12,110,102,7.29,70,54.21,,27:08,124.0,AAC,13,1
59,NC State ,12,46,414.4,2021,99,11,126.0,19,6,35,288.4,21,29,331.6,22,9,124.0,31,19,207.6,29,2,5,6,114,89,7.42,109,64.5,,31:17,25.0,ACC,9,3
60,Houston ,14,59,413.4,2021,86,27,141.8,23,12,32,271.6,6,36,301.2,10,13,107.2,18,18,194.0,17,9,2,9,77,91,6.5,99,61.43,,33:35,6.0,AAC,12,2
61,Missouri ,13,41,413.0,2021,49,22,179.8,66,11,19,233.2,105,57,434.2,124,32,227.4,29,25,206.8,46,5,2,3,74,83,6.38,92,59.62,,30:28,48.0,SEC,6,7
62,Buffalo ,12,42,408.8,2021,31,30,195.3,86,11,12,213.5,93,47,415.5,109,27,194.3,57,20,221.2,108,8,7,-7,44,65,5.42,60,52.0,,31:16,26.0,MAC,4,8
63,Hawaii ,13,41,405.0,2021,84,22,142.8,36,16,19,262.2,113,51,446.3,71,24,156.3,127,24,290.0,83,13,14,-3,33,68,5.23,30,45.08,,27:31,115.0,Mountain West,6,7
64,Louisiana ,14,56,404.8,2021,40,34,187.1,78,4,22,217.7,22,33,334.6,54,16,144.5,14,17,190.1,2,13,4,15,47,77,5.5,54,50.43,,31:13,28.0,Sun Belt,13,1
65,Charlotte ,12,40,403.3,2021,76,13,149.6,48,10,27,253.7,120,55,465.0,115,27,204.2,108,27,260.8,98,7,10,-5,77,78,6.5,67,53.42,,32:14,14.0,CUSA,5,7
66,UCF ,13,56,402.5,2021,28,27,196.3,91,9,29,206.2,53,40,369.3,79,24,159.2,34,12,210.1,31,9,5,6,66,80,6.15,68,53.54,,28:33,100.0,AAC,9,4
67,Auburn ,13,39,401.5,2021,66,22,161.5,59,4,17,240.0,61,32,373.8,29,8,128.1,96,23,245.8,64,3,7,1,54,74,5.69,44,46.38,,29:03,91.0,SEC,6,7
68,Fla. Atlantic ,12,38,400.0,2021,73,18,151.3,55,8,20,248.7,90,39,409.2,74,17,157.0,104,19,252.2,39,7,8,4,102,85,7.08,93,59.75,,27:25,119.0,CUSA,5,7
69,Arkansas St. ,12,31,396.3,2021,128,4,82.4,11,17,27,313.9,129,62,505.8,130,32,260.9,94,26,244.8,93,7,5,-4,49,67,5.58,39,46.0,,28:50,96.0,Sun Belt,2,10
70,UTEP ,13,37,392.0,2021,87,18,139.9,50,14,19,252.1,35,40,349.4,43,22,138.6,36,16,210.8,126,5,10,-11,125,110,8.46,125,74.77,,31:51,18.0,CUSA,7,6
71,Texas A&M ,12,36,391.6,2021,44,17,183.0,88,13,19,208.6,14,21,327.5,36,6,134.8,17,13,192.7,62,6,2,1,75,77,6.42,73,55.08,,30:03,58.0,SEC,8,4
72,Georgia St. ,13,44,388.0,2021,8,25,226.4,119,8,19,161.6,83,43,403.2,47,20,141.4,109,20,261.8,31,10,7,6,35,69,5.31,53,50.08,,27:31,116.0,Sun Belt,8,5
73,Tulane ,12,42,386.5,2021,60,19,164.8,74,13,23,221.8,102,53,429.7,78,25,158.4,120,28,271.3,122,5,11,-9,61,72,6.0,57,50.92,,29:10,90.0,AAC,2,10
74,UAB ,13,47,386.5,2021,48,27,180.2,90,10,20,206.3,16,41,328.8,11,16,111.5,48,24,217.3,53,9,7,2,128,115,8.85,129,85.92,,31:55,17.0,CUSA,9,4
75,Arizona St. ,13,46,386.0,2021,35,34,191.4,99,10,12,194.6,13,31,326.0,33,18,131.2,20,13,194.8,70,5,11,0,127,114,8.77,128,78.46,,29:21,82.0,Pac-12,8,5
75,California ,12,33,386.0,2021,61,17,164.3,74,8,16,221.8,49,33,366.7,41,13,137.2,67,20,229.5,11,7,2,10,67,74,6.17,85,57.83,,30:21,52.0,Pac-12,5,7
77,Louisiana Tech ,12,38,384.3,2021,106,16,121.8,35,16,22,262.6,106,53,434.3,87,25,166.5,117,25,267.8,74,12,6,-1,88,81,6.75,61,52.08,,28:31,101.0,CUSA,3,9
78,Boise St. ,12,35,381.0,2021,110,15,120.4,37,10,20,260.6,45,26,364.4,75,14,157.5,30,12,206.9,22,9,5,7,22,60,5.0,51,49.58,,29:57,60.0,Mountain West,7,5
79,Eastern Mich. ,13,45,380.8,2021,112,26,117.9,34,9,19,262.8,107,50,435.5,113,27,197.7,82,19,237.8,40,8,3,4,2,50,3.85,4,34.46,,30:32,44.0,MAC,7,6
80,Florida St. ,12,41,379.4,2021,52,21,177.8,94,12,20,201.6,66,41,377.8,55,15,144.6,74,25,233.2,62,7,8,1,96,83,6.92,101,62.5,,28:19,105.0,ACC,5,7
81,Washington St. ,13,45,378.6,2021,107,19,121.3,38,13,26,257.3,63,38,377.3,80,20,160.5,47,16,216.8,7,14,5,11,35,69,5.31,44,46.38,,30:33,42.0,Pac-12,7,6
82,Penn St. ,13,36,376.4,2021,118,11,107.8,26,10,25,268.5,38,24,352.5,67,12,152.7,23,11,199.8,31,7,5,6,40,70,5.38,40,46.08,,27:57,110.0,Big Ten,7,6
83,Army West Point ,13,57,375.5,2021,2,46,280.6,129,3,11,94.8,15,37,328.4,16,19,117.2,38,15,211.2,19,6,5,8,2,50,3.85,7,36.85,,35:28,2.0,FBS Independent,9,4
84,Wyoming ,13,39,374.4,2021,20,24,211.7,117,12,15,162.7,55,38,370.4,98,17,180.6,12,21,189.8,83,5,6,-3,26,66,5.08,28,44.92,,29:56,62.0,Mountain West,7,6
85,Old Dominion ,13,37,373.1,2021,72,22,158.3,83,14,15,214.8,69,44,384.2,35,12,134.2,101,28,250.0,116,8,9,-8,90,88,6.77,90,59.0,,29:18,85.0,CUSA,6,7
86,Syracuse ,12,39,371.7,2021,16,28,213.5,121,6,11,158.2,19,37,330.3,26,12,126.1,26,22,204.3,108,2,7,-7,100,84,7.0,83,57.67,,30:28,49.0,ACC,5,7
87,Ohio ,12,31,371.4,2021,39,20,187.3,108,8,11,184.1,104,42,430.8,106,25,193.0,83,17,237.8,108,2,7,-7,67,74,6.17,87,58.58,,29:40,74.0,MAC,3,9
88,West Virginia ,13,38,371.3,2021,102,19,123.4,56,12,19,247.9,37,36,350.1,42,15,138.5,39,17,211.5,97,5,7,-5,31,67,5.15,23,43.15,,31:19,23.0,Big 12,6,7
89,Wisconsin ,13,37,371.1,2021,21,26,210.9,120,13,11,160.2,1,25,239.1,1,10,64.8,4,9,174.3,64,8,10,1,40,70,5.38,24,43.62,,33:23,8.0,Big Ten,9,4
90,New Mexico St. ,12,30,369.8,2021,123,15,99.8,25,10,15,270.0,127,64,488.5,112,26,197.5,128,32,291.0,44,9,6,3,96,83,6.92,94,60.17,,30:16,54.0,FBS Independent,2,10
91,LSU ,13,41,368.5,2021,114,9,114.0,45,11,32,254.5,65,46,377.5,46,16,140.8,80,29,236.8,83,5,5,-3,6,56,4.31,3,34.08,,29:38,76.0,SEC,6,7
92,South Alabama ,12,37,367.4,2021,115,15,111.4,41,11,22,256.0,40,40,354.7,57,21,146.3,32,13,208.4,36,10,9,5,16,58,4.83,25,44.25,,32:19,13.0,Sun Belt,5,7
93,Georgia Tech ,12,33,367.3,2021,57,15,169.0,97,10,18,198.3,117,50,455.3,100,19,182.3,121,28,273.0,81,10,5,-2,65,73,6.08,58,51.17,,29:12,89.0,ACC,3,9
94,FIU ,12,31,366.7,2021,119,11,102.1,30,12,20,264.6,128,62,491.3,125,30,228.5,111,28,262.8,129,5,10,-14,60,71,5.92,62,52.17,,26:35,127.0,CUSA,1,11
95,Kansas St. ,13,43,362.3,2021,64,29,162.4,96,7,14,199.9,29,31,344.7,31,14,129.5,44,15,215.2,40,7,7,4,46,71,5.46,37,45.77,,29:54,64.0,Big 12,8,5
96,Middle Tenn. ,13,43,362.2,2021,100,15,123.8,63,13,28,238.5,59,42,372.9,38,17,136.4,79,23,236.5,7,15,8,11,83,86,6.62,80,56.92,,30:09,57.0,CUSA,7,6
97,Rice ,12,35,362.0,2021,74,19,150.3,87,15,16,211.7,108,57,435.5,83,30,161.8,123,23,273.8,87,5,7,-3,114,89,7.42,105,63.58,,33:17,10.0,CUSA,4,8
98,Virginia Tech ,13,33,361.0,2021,42,16,184.6,112,5,17,176.4,78,42,393.3,91,20,169.2,63,20,224.2,64,4,8,1,40,70,5.38,43,46.23,,29:56,61.0,ACC,6,7
99,Minnesota ,13,39,360.1,2021,27,27,198.1,118,9,12,162.0,3,28,278.8,8,11,97.5,8,15,181.2,40,9,4,4,10,58,4.46,33,45.31,,35:25,3.0,Big Ten,9,4
100,Clemson ,13,38,359.1,2021,58,26,167.9,103,11,12,191.2,8,22,310.2,7,7,96.3,40,12,213.9,53,9,8,2,64,79,6.08,55,50.54,,29:25,80.0,ACC,10,3
101,Arizona ,12,18,355.9,2021,96,6,129.6,69,18,12,226.3,57,48,371.0,99,17,180.9,15,25,190.1,130,2,5,-17,126,105,8.75,119,70.42,,30:13,56.0,Pac-12,1,11
102,South Fla. ,12,31,350.9,2021,71,25,158.5,101,12,6,192.4,123,55,470.6,118,28,207.3,113,26,263.3,93,7,9,-4,28,61,5.08,41,46.08,,30:27,50.0,AAC,2,10
103,Boston College ,12,34,350.1,2021,59,21,165.3,106,11,13,184.8,28,32,344.3,92,15,170.8,3,14,173.5,74,7,7,-1,44,65,5.42,52,49.67,,29:42,72.0,ACC,6,6
104,Texas St. ,12,32,342.7,2021,78,17,149.2,100,12,15,193.5,103,50,430.4,101,20,183.6,98,27,246.8,118,8,7,-8,57,70,5.83,88,58.75,,28:15,107.0,Sun Belt,4,8
105,San Diego St. ,14,42,342.2,2021,54,26,174.3,115,5,16,167.9,12,34,324.4,3,7,80.3,93,25,244.1,14,6,8,10,112,103,7.36,117,68.64,,32:05,15.0,Mountain West,12,2
106,Akron ,12,29,340.8,2021,103,8,123.3,79,5,21,217.5,122,62,469.0,128,32,248.9,55,26,220.1,98,6,12,-5,52,68,5.67,41,46.08,,31:08,30.0,MAC,2,10
107,Ga. Southern ,12,27,340.6,2021,32,22,193.5,124,12,5,147.1,110,48,441.8,65,17,152.3,126,28,289.5,108,4,4,-7,52,68,5.67,34,45.33,,30:43,39.0,Sun Belt,3,9
108,San Jose St. ,12,27,340.1,2021,110,12,120.4,77,10,15,219.7,54,36,370.0,34,9,133.9,77,23,236.1,123,7,13,-10,108,87,7.25,112,65.17,,26:28,128.0,Mountain West,5,7
109,Troy ,12,33,338.4,2021,123,18,99.8,62,10,15,238.7,24,38,337.9,49,15,143.0,21,19,194.9,44,8,11,3,32,62,5.17,34,45.33,,27:34,114.0,Sun Belt,5,7
110,Ball St. ,13,35,338.3,2021,94,17,130.7,89,7,18,207.6,96,44,419.4,95,22,176.4,91,17,243.0,27,4,5,7,21,64,4.92,13,40.85,,27:31,117.0,MAC,6,7
111,South Carolina ,13,31,336.8,2021,93,9,135.6,95,11,22,201.2,41,36,355.8,94,18,175.0,7,16,180.8,70,9,13,0,59,76,5.85,38,45.92,,30:47,37.0,SEC,7,6
112,Illinois ,12,25,329.8,2021,55,12,173.6,122,6,13,156.2,46,30,365.6,63,16,150.4,43,12,215.2,22,9,5,7,28,61,5.08,65,52.75,,29:20,83.0,Big Ten,5,7
113,Kansas ,12,30,324.2,2021,88,15,139.3,106,10,15,184.8,126,68,486.8,129,40,249.9,81,27,236.8,50,8,3,2,5,49,4.08,2,33.67,,30:46,38.0,Big 12,2,10
114,Washington ,12,31,323.4,2021,125,16,98.4,73,16,15,225.0,23,30,336.9,108,21,193.6,1,6,143.3,118,5,7,-8,8,52,4.33,12,39.92,,28:38,99.0,Pac-12,4,8
115,ULM ,12,28,321.7,2021,95,13,129.9,102,9,15,191.8,112,53,442.8,68,21,153.5,125,30,289.3,50,7,7,2,1,44,3.67,1,32.0,,28:21,102.0,Sun Belt,4,8
116,Northwestern ,12,25,321.6,2021,82,12,144.3,111,14,13,177.3,101,43,429.5,119,31,213.0,46,11,216.5,106,10,8,-6,14,57,4.75,19,42.33,,28:20,103.0,Big Ten,3,9
117,Bowling Green ,12,27,316.8,2021,120,15,102.0,82,9,12,214.8,62,47,373.9,103,30,187.8,9,15,186.2,50,7,8,2,120,96,8.0,121,71.08,,29:40,73.0,MAC,4,8
118,Vanderbilt ,12,21,312.6,2021,103,8,123.3,104,14,13,189.3,118,54,457.7,107,22,193.4,114,29,264.3,87,3,5,-3,47,66,5.5,19,42.33,,30:54,32.0,SEC,2,10
119,UNLV ,12,29,312.3,2021,116,18,109.8,93,14,11,202.5,88,49,408.4,93,19,171.9,78,26,236.5,98,7,7,-5,12,54,4.5,8,37.92,,29:38,75.0,Mountain West,2,10
120,Rutgers ,13,29,310.9,2021,89,20,138.7,114,10,9,172.2,81,43,396.5,81,16,161.5,75,25,234.9,40,11,4,4,22,65,5.0,14,41.0,,30:15,55.0,Big Ten,5,8
121,Iowa ,14,30,303.7,2021,101,18,123.6,109,11,12,180.1,17,31,328.9,13,15,114.4,42,16,214.5,12,5,8,11,4,57,4.07,5,36.07,,29:57,59.0,Big Ten,10,4
122,Stanford ,12,29,302.1,2021,126,13,86.9,81,12,16,215.2,114,50,451.3,127,33,235.7,45,15,215.6,123,3,7,-10,77,78,6.5,34,45.33,,28:16,106.0,Pac-12,3,9
123,Massachusetts ,12,25,300.3,2021,79,14,147.7,123,11,11,152.7,125,70,485.0,126,43,235.4,100,24,249.6,123,8,9,-10,71,75,6.25,97,61.17,,29:50,66.0,FBS Independent,1,11
124,Indiana ,12,22,290.0,2021,113,13,114.5,113,15,9,175.5,71,51,384.6,60,23,148.9,76,24,235.7,128,4,7,-13,13,56,4.67,15,41.25,,29:46,70.0,Big Ten,2,10
125,Temple ,12,22,287.4,2021,117,12,109.3,110,9,10,178.1,82,59,398.3,121,33,220.4,5,25,177.9,81,9,8,-2,57,70,5.83,27,44.83,,27:09,123.0,AAC,3,9
126,Navy ,12,25,282.3,2021,9,19,225.5,130,3,6,56.8,34,43,348.6,32,25,130.4,51,15,218.2,36,6,5,5,9,53,4.42,6,36.17,,34:48,5.0,AAC,4,8
127,Southern Miss. ,12,22,266.3,2021,109,8,120.8,125,17,14,145.5,42,42,358.5,73,15,156.5,24,16,202.0,108,13,14,-7,124,98,8.17,101,62.5,,30:29,46.0,CUSA,3,9
128,UConn ,12,19,265.0,2021,122,8,100.8,116,17,11,164.2,116,59,453.3,110,27,195.3,105,30,258.0,118,4,5,-8,88,81,6.75,49,49.17,,25:49,129.0,FBS Independent,1,11
129,Colorado ,12,22,257.4,2021,98,12,126.2,126,3,10,131.3,98,40,420.9,96,22,178.6,90,17,242.3,29,4,4,6,73,76,6.33,78,56.42,,27:12,122.0,Pac-12,4,8
130,New Mexico ,12,15,234.9,2021,108,5,120.8,127,8,10,114.1,44,39,363.1,51,17,143.3,54,19,219.8,108,4,12,-7,96,83,6.92,82,57.08,,29:52,65.0,Mountain West,3,9
